Name,Position,Appearances,Clean sheets,Goals Conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big Chances Created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties Saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks
Dujuan Richards,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Richarlison,Forward,28,,,16,,,15,8,23,16,,,,,,,,,,4,374,13.36,3,14,,,,3,0,20,12,11,3,4,4,1,0.39,0,0,62,25,40%,7,,,,,,,,
Jairo Riedewald,Midfielder,9,,,9,33%,,0,2,2,1,,14,15,11,1,3,2,,0,0,108,12.00,0,3,0%,0,4,0,0,3,0,0,0,0,0,0,0.00,0,0,1,0,0%,0,,,,,,,,
Matt Ritchie,Midfielder,13,,,5,60%,,0,1,5,5,,5,6,9,0,0,3,,0,0,86,6.62,0,7,0%,0,0,1,0,2,0,1,0,1,0,0,0.08,0,0,6,4,67%,1,,,,,,,,
Roberto Firmino,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Haydon Roberts,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Andy Robertson,Defender,23,2,22,35,69%,0,3,13,34,14,1,104,59,55,5,14,13,0,0,2,"1,244",54.09,10,184,30%,0,47,2,0,9,3,3,0,1,2,0,,,,,,,,,,,,,,,
Antonee Robinson,Defender,37,7,60,93,62%,0,6,80,109,65,2,227,192,169,37,42,27,2,1,6,"1,629",44.03,6,132,23%,1,101,6,0,34,3,0,0,0,0,0,,,,,,,,,,,,,,,
Max Robson,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Marek Rodák,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,1,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Kaden Rodney,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Joe Rodon,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Rodri,Midfielder,34,,,70,61%,,16,26,40,27,,235,201,139,42,55,23,,1,9,"3,633",106.85,8,12,0%,15,241,8,1,41,6,8,0,5,3,0,0.24,0,0,62,22,35%,2,,,,,,,,
Rodrigo Muniz,Forward,26,,,7,,,17,6,20,19,,,,,,,,,,1,219,8.42,2,2,,,,1,0,24,4,9,2,7,0,3,0.35,0,0,73,27,37%,4,,,,,,,,
Rodrigo Ribeiro,Forward,4,,,0,,,0,1,0,0,,,,,,,,,,0,8,2.00,0,0,,,,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Jay Rodríguez,Forward,21,,,14,,,6,1,7,2,,,,,,,,,,1,215,10.24,0,1,,,,0,0,18,7,2,1,1,0,1,0.10,1,0,22,8,36%,6,,,,,,,,
Mads Roerslev,Defender,34,4,40,48,65%,1,2,19,61,26,0,82,88,94,11,15,27,0,0,2,605,17.79,3,62,39%,1,22,1,0,10,3,1,0,1,0,0,,,,,,,,,,,,,,,
Morgan Rogers,Forward,11,,,8,,,3,3,8,6,,,,,,,,,,1,188,17.09,1,2,,,,3,0,12,0,3,0,2,1,0,0.27,0,0,11,5,45%,1,,,,,,,,
Cristian Romero,Defender,33,7,42,66,61%,3,4,44,100,57,1,189,182,86,5,90,39,1,0,0,"2,586",78.36,1,3,0%,6,60,7,1,31,1,5,3,2,0,2,,,,,,,,,,,,,,,
Joe Rothwell,Midfielder,11,,,7,29%,,1,3,2,0,,32,16,18,7,0,2,,0,0,202,18.36,0,12,17%,0,3,0,0,4,0,0,0,0,0,1,0.00,0,0,2,0,0%,0,,,,,,,,
Rúben Dias,Defender,30,9,28,39,51%,0,6,30,75,32,2,108,101,79,0,47,43,1,0,0,"2,608",86.93,1,13,31%,2,84,0,0,23,0,0,0,0,0,1,,,,,,,,,,,,,,,
Rúben Neves,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Rúben Vinagre,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Rúnar Alex Rúnarsson,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Carl Rushworth,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Marcel Sabitzer,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Sai Sachdev,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Dominic Sadi,Midfielder,1,,,0,0%,,0,0,0,0,,0,0,1,0,0,1,,0,0,1,1.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Charles Sagoe Jr,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Allan Saint-Maximin,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Bukayo Saka,Forward,35,,,66,,,44,15,19,6,,,,,,,,,,9,"1,310",37.43,15,181,,,,4,0,41,8,16,1,4,11,3,0.46,6,0,108,37,34%,11,,,,,,,,
William Saliba,Defender,38,18,29,41,63%,4,4,29,78,46,0,213,139,94,10,72,49,0,0,1,"2,839",74.71,0,3,33%,3,68,4,0,22,0,2,2,0,0,0,,,,,,,,,,,,,,,
Albert Sambi Lokonga,Midfielder,17,,,29,62%,,4,11,14,2,,64,82,52,11,16,9,,0,3,740,43.53,2,13,8%,5,41,4,0,18,0,1,1,0,0,0,0.06,0,0,8,2,25%,0,,,,,,,,
Imari Samuels,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Ishé Samuels-Smith,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Robert Sánchez,Goalkeeper,16,3,25,,,,,,,,,,,,,,,0,1,0,520,32.50,,,,,85,2,0,0,,0,,,,,,,,,,,,53,1,2,17,2,13,87,91
Jadon Sancho,Forward,3,,,1,,,0,1,0,0,,,,,,,,,,0,41,13.67,0,1,,,,0,0,0,1,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Dion Sanderson,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Ibrahim Sangaré,Midfielder,17,,,42,55%,,3,16,19,8,,70,65,69,6,9,16,,0,0,419,24.65,0,2,0%,3,23,6,0,22,2,0,0,0,0,0,0.00,0,0,8,0,0%,1,,,,,,,,
Morgan Sanson,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Yago Santiago,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Pablo Sarabia,Midfielder,30,,,20,65%,,15,10,6,3,,90,69,110,17,7,22,,0,7,829,27.63,9,131,29%,9,33,5,0,21,9,4,1,0,3,0,0.13,2,0,46,18,39%,4,,,,,,,,
Matija Sarkic,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Jeremy Sarmiento,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Malang Sarr,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Dovydas Sasnauskas,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Dan Sassi,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Charlie Savage,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Charlie Sayers,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Gianluca Scamacca,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Calum Scanlon,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Oliver Scarles,Defender,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Dane Scarlett,Forward,4,,,1,,,0,0,0,0,,,,,,,,,,0,3,0.75,0,0,,,,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Kevin Schade,Midfielder,11,,,3,33%,,1,1,4,3,,23,28,44,2,17,14,,0,1,88,8.00,2,5,40%,1,0,0,0,10,2,2,0,2,0,1,0.18,0,0,8,4,50%,2,,,,,,,,
Fabian Schär,Defender,36,8,58,42,57%,1,12,36,131,50,1,174,150,149,13,70,72,0,0,1,"2,106",58.50,2,8,38%,6,185,5,0,38,0,4,1,3,0,0,,,,,,,,,,,,,,,
Kjell Scherpen,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Jeffrey Schlupp,Midfielder,29,,,38,63%,,4,8,18,12,,54,92,93,17,22,17,,0,2,323,11.14,2,10,20%,0,6,1,0,24,0,2,0,0,2,0,0.07,0,0,19,11,58%,1,,,,,,,,
Alex Scott,Midfielder,23,,,24,63%,,5,12,17,9,,63,76,89,13,17,22,,1,1,432,18.78,4,36,19%,2,15,3,0,20,1,1,0,0,1,0,0.04,0,0,15,4,27%,0,,,,,,,,
Kristian Sekularac,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Matz Sels,Goalkeeper,16,1,27,,,,,,,,,,,,,,,0,1,0,325,20.31,,,,,85,1,0,0,,0,,,,,,,,,,,,38,0,6,11,1,3,51,93
Antoine Semenyo,Forward,33,,,24,,,20,6,20,14,,,,,,,,,,2,587,17.79,6,45,,,,6,0,43,3,8,0,4,4,1,0.24,0,0,70,31,44%,5,,,,,,,,
Marcos Senesi,Defender,31,4,44,55,58%,2,0,35,105,51,0,164,114,131,11,41,41,0,0,5,"1,259",40.61,2,25,44%,4,125,13,0,41,0,4,3,1,0,1,,,,,,,,,,,,,,,
Femi Seriki,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Steven Sessegnon,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Teddy Sharman-Lowe,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Luke Shaw,Defender,12,2,13,11,73%,0,0,6,37,19,0,59,34,39,7,13,10,0,0,0,551,45.92,1,33,27%,2,16,6,0,14,0,0,0,0,0,0,,,,,,,,,,,,,,,
James Shea,Goalkeeper,1,0,0,,,,,,,,,,,,,,,0,0,0,8,8.00,,,,,3,0,0,0,,0,,,,,,,,,,,,2,0,0,0,0,0,1,3
Jonjo Shelvey,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Shola Shoretire,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Ellis Simms,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Kamarai Simon-Swyer,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Viljami Sinisalo,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Luis Sinisterra,Forward,20,,,23,,,8,8,4,1,,,,,,,,,,2,281,14.05,2,11,,,,0,0,11,4,2,0,2,0,1,0.10,0,0,27,9,33%,1,,,,,,,,
Oliver Skipp,Midfielder,21,,,18,67%,,3,3,6,5,,36,35,32,2,4,10,,0,0,373,17.76,0,1,100%,1,14,3,0,8,0,0,0,0,0,0,0.00,0,0,4,1,25%,1,,,,,,,,
Gabriel Slonina,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Matt Smith,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Emile Smith Rowe,Midfielder,13,,,4,25%,,4,3,1,0,,15,12,19,3,3,5,,0,1,211,16.23,0,1,0%,0,1,0,0,5,0,0,0,0,0,1,0.00,0,0,15,7,47%,1,,,,,,,,
Dominic Solanke,Forward,38,,,23,,,31,7,43,33,,,,,,,,,,3,533,14.03,3,6,,,,3,0,42,16,19,4,14,1,4,0.50,2,0,109,38,35%,14,,,,,,,,
Manor Solomon,Forward,5,,,3,,,3,3,1,1,,,,,,,,,,2,85,17.00,1,5,,,,1,0,2,1,0,0,0,0,0,0.00,0,0,7,1,14%,0,,,,,,,,
Son Heung-Min,Forward,35,,,21,,,22,8,4,1,,,,,,,,,,10,"1,025",29.29,20,36,,,,1,0,12,20,17,0,13,4,4,0.49,2,0,85,40,47%,7,,,,,,,,
Tomás Soucek,Midfielder,37,,,53,66%,,8,37,107,60,,151,189,161,4,108,81,,0,2,947,25.59,4,6,33%,2,31,7,0,41,10,7,1,4,2,1,0.19,0,0,43,15,35%,11,,,,,,,,
Lino Sousa,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Djed Spence,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Jack Stacey,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Junior Stanislas,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Jay Stansfield,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Joseph Starbuck,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Jason Steele,Goalkeeper,17,2,34,,,,,,,,,,,,,,,0,0,0,602,35.41,,,,,80,0,0,0,,0,,,,,,,,,,,,43,0,2,7,1,17,69,54
Jed Steer,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Zack Steffen,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Jack Stephens,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Raheem Sterling,Forward,31,,,21,,,14,13,8,6,,,,,,,,,,4,658,21.23,7,59,,,,7,0,34,10,8,0,5,3,2,0.26,0,1,51,22,43%,11,,,,,,,,
Finley Stevens,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Layton Stewart,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
John Stones,Defender,16,4,9,2,50%,0,2,10,20,8,0,46,22,22,1,14,5,0,0,0,831,51.94,0,5,0%,0,25,2,0,4,0,1,0,1,0,0,,,,,,,,,,,,,,,
Thomas Strakosha,Goalkeeper,2,0,2,,,,,,,,,,,,,,,0,0,0,66,33.00,,,,,16,0,0,0,,0,,,,,,,,,,,,6,0,1,2,0,0,5,15
Zak Sturge,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Ronnie Stutter,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Sam Surridge,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Mahamadou Susoho,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
James Sweet,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Sil Swinkels,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Dominik Szoboszlai,Midfielder,33,,,32,59%,,23,15,13,5,,171,97,137,24,14,20,,0,2,"1,399",42.39,7,113,25%,3,54,1,0,29,3,3,1,1,1,0,0.09,0,0,60,15,25%,2,,,,,,,,
Japhet Tanganga,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Devan Tanton,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Matt Targett,Defender,3,0,4,2,0%,0,0,0,2,0,0,5,4,4,0,0,3,0,0,0,38,12.67,0,0,0%,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
James Tarkowski,Defender,38,13,51,61,69%,3,5,56,186,107,1,186,242,147,16,145,62,0,1,1,"1,525",40.13,5,6,50%,1,159,11,0,45,1,1,1,0,0,1,,,,,,,,,,,,,,,
Jimi Tauriainen,Midfielder,1,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Marcus Tavernier,Midfielder,30,,,53,64%,,16,5,19,8,,142,132,169,44,13,31,,0,4,760,25.33,7,116,21%,3,26,3,0,20,3,3,0,0,3,1,0.10,0,0,53,16,30%,3,,,,,,,,
Charlie Taylor,Defender,28,2,46,35,57%,0,4,19,67,34,0,106,101,91,9,41,38,0,0,1,"1,042",37.21,4,71,20%,0,51,8,0,20,2,1,0,0,1,0,,,,,,,,,,,,,,,
Slobodan Tedic,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Nathan Tella,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Kenny Tete,Defender,14,2,21,27,63%,0,0,16,31,14,0,45,53,40,9,5,5,0,0,0,422,30.14,0,23,30%,1,15,2,0,16,0,1,0,1,0,1,,,,,,,,,,,,,,,
Thiago Silva,Defender,31,6,45,29,52%,1,5,26,150,74,0,140,90,51,2,53,27,0,1,1,"2,279",73.52,3,4,25%,0,96,4,0,10,1,3,2,1,0,1,,,,,,,,,,,,,,,
Bobby Thomas,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Elliot Thorpe,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Youri Tielemans,Midfielder,32,,,41,49%,,5,15,8,4,,97,98,86,15,13,9,,0,6,907,28.34,5,31,6%,17,36,3,0,22,0,2,0,2,0,2,0.06,0,0,14,6,43%,1,,,,,,,,
Kieran Tierney,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Jurriën Timber,Defender,2,0,0,2,100%,0,0,0,1,0,0,4,4,5,1,1,1,0,0,0,67,33.50,0,1,0%,0,1,2,0,3,1,0,0,0,0,0,,,,,,,,,,,,,,,
Harry Toffolo,Defender,23,1,29,26,54%,0,1,14,44,21,0,57,54,48,1,25,15,0,0,3,446,19.39,3,47,34%,0,17,3,0,17,0,1,1,0,0,0,,,,,,,,,,,,,,,
Takehiro Tomiyasu,Defender,22,3,10,20,45%,0,6,18,30,16,0,54,57,50,4,26,20,0,0,1,608,27.64,0,14,36%,2,16,0,1,14,1,2,0,2,0,0,,,,,,,,,,,,,,,
James Tomkins,Defender,4,0,2,0,0%,0,0,1,0,0,0,2,2,0,0,2,0,0,0,0,21,5.25,0,0,0%,0,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Sandro Tonali,Midfielder,8,,,7,100%,,1,2,4,2,,20,17,19,3,1,0,,0,0,267,33.38,0,11,36%,0,7,2,0,9,0,1,0,1,0,0,0.13,0,0,3,2,67%,1,,,,,,,,
Ivan Toney,Forward,17,,,15,,,11,10,17,14,,,,,,,,,,2,388,22.82,3,22,,,,5,0,24,7,4,0,4,0,1,0.24,0,1,51,22,43%,11,,,,,,,,
Pau Torres,Defender,29,6,37,29,62%,0,3,14,74,30,2,127,79,76,17,23,22,0,0,0,"1,770",61.03,1,8,38%,1,85,1,0,18,2,2,1,0,1,0,,,,,,,,,,,,,,,
Toti Gomes,Defender,35,4,49,44,57%,0,2,26,87,41,3,136,136,91,23,56,32,0,0,3,"1,713",48.94,2,13,8%,1,46,7,0,38,2,1,1,0,0,0,,,,,,,,,,,,,,,
Andros Townsend,Midfielder,27,,,21,62%,,9,5,9,2,,68,49,76,16,0,10,,0,3,349,12.93,2,74,23%,1,15,1,0,13,2,1,1,0,0,0,0.04,0,0,20,7,35%,0,,,,,,,,
James Trafford,Goalkeeper,28,2,62,,,,,,,,,,,,,,,0,1,0,"1,368",48.86,,,,,182,2,0,0,,0,,,,,,,,,,,,106,0,20,25,2,20,162,198
Bertrand Traoré,Forward,2,,,1,,,0,0,0,0,,,,,,,,,,0,3,1.50,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Mark Travers,Goalkeeper,4,2,5,,,,,,,,,,,,,,,0,0,0,105,26.25,,,,,23,0,0,1,,0,,,,,,,,,,,,13,0,2,3,0,2,13,26
Mike Trésor,Forward,16,,,10,,,1,1,1,1,,,,,,,,,,0,146,9.13,1,32,,,,0,0,0,2,0,0,0,0,0,0.00,0,0,5,0,0%,1,,,,,,,,
Ryan Trevitt,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
